,Lng,Lat,Cid,tradeTime,followers,totalPrice,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
315368,116.364332,39.927822,1111027378315,20160219,0,415.0,48.0,1.0,1,1,1.0,18,1.0,1991.0,3,2,0.28600000000000003,1.0,1.0,0.0,10,107807.0
48908,116.36713700000001,40.040209000000004,1111027382073,20170319,59,545.0,68.34,2.0,1,1,1.0,6,4.0,2000.0,4,2,0.33299999999999996,0.0,0.0,1.0,8,64588.0
140672,116.51044099999999,39.931785,1111027376727,20130904,6,294.0,89.99,2.0,1,1,1.0,9,4.0,,1,6,0.667,1.0,0.0,1.0,7,66036.0
39963,116.404579,39.978491,1111027375686,20161009,22,344.0,42.15,1.0,1,1,1.0,6,4.0,1985.0,4,2,0.33299999999999996,0.0,0.0,1.0,7,72138.0
146258,116.54437800000001,39.968509000000005,1111041517016,20131207,4,428.0,84.75,3.0,2,1,2.0,6,4.0,2011.0,1,6,0.5,0.0,0.0,0.0,7,63518.0
34495,116.16963,39.760938,1111052857099,20160916,3,348.0,115.6,3.0,2,1,2.0,12,3.0,2012.0,4,6,0.5,1.0,0.0,0.0,5,36637.0
61193,116.343245,39.900529,1111027378998,20170226,23,350.0,33.89,1.0,0,1,1.0,26,1.0,2006.0,2,6,0.12,1.0,1.0,1.0,10,92360.0
222285,116.26083700000001,39.873276000000004,1111027376986,20120901,0,221.0,79.8,2.0,2,1,1.0,9,4.0,2010.0,1,6,0.2,1.0,0.0,1.0,2,50684.0
219952,116.435657,39.875802,1111027374217,20110915,0,0.1,170.0,4.0,2,1,2.0,20,1.0,2000.0,1,6,0.33299999999999996,1.0,1.0,1.0,2,67542.0
85835,116.30866499999999,40.103198,1111027378131,20170918,26,335.0,80.51,2.0,1,1,1.0,11,3.0,2011.0,3,6,0.33299999999999996,0.0,1.0,0.0,6,49144.0
255473,116.215475,39.925413,1111027377496,20141030,0,228.0,59.21,1.0,1,1,1.0,6,4.0,2000.0,4,2,0.5,0.0,1.0,0.0,8,62145.0
157427,116.51044099999999,39.931785,1111027376727,20150120,5,395.0,108.46,2.0,2,1,1.0,9,4.0,,4,6,1.0,1.0,0.0,1.0,7,66036.0
205831,116.44331799999999,39.942275,1111027381776,20160311,23,400.0,52.98,1.0,0,1,1.0,10,1.0,2003.0,4,6,0.20800000000000002,1.0,1.0,1.0,1,80941.0
213061,116.318055,39.770087,1111027377095,20150308,3,490.0,177.43,4.0,2,1,2.0,9,3.0,2012.0,2,6,0.5,1.0,0.0,0.0,4,52370.0
176027,116.60503500000002,40.051164,1111027378574,20151015,9,90.6,43.57,1.0,1,1,1.0,6,4.0,1998.0,4,2,0.33299999999999996,0.0,1.0,0.0,7,39605.0
256271,116.34221699999999,39.987246999999996,1111027379027,20150320,1,488.0,64.8,3.0,1,1,1.0,4,4.0,1992.0,3,4,0.5,0.0,1.0,1.0,8,98890.0
144274,116.46143000000001,39.89199,1111027377342,20131020,22,174.0,39.86,1.0,1,1,1.0,6,4.0,1977.0,1,2,0.33299999999999996,0.0,1.0,1.0,7,56798.0
275095,116.24700800000001,39.906426,1111027382209,20150809,0,404.0,105.78,2.0,2,1,1.0,26,3.0,2006.0,3,6,1.0,1.0,0.0,0.0,9,64222.0
110562,116.311776,40.084907,1111027375926,20150722,0,354.0,130.71,3.0,2,1,2.0,9,3.0,2005.0,4,6,0.5,1.0,1.0,0.0,6,44513.0
114723,116.363152,40.089008,1111027377566,20160228,11,205.0,46.43,1.0,0,1,1.0,6,4.0,2004.0,4,6,0.25,1.0,1.0,1.0,6,52197.0
190158,116.47973200000001,39.93278,1111027379191,20160522,25,296.0,64.65,2.0,1,1,1.0,6,4.0,1980.0,1,6,0.33299999999999996,0.0,1.0,1.0,7,68332.0
95868,116.382471,40.08696,1111027380069,20110701,0,134.0,59.98,1.0,1,1,1.0,6,4.0,2003.0,1,2,0.33299999999999996,0.0,1.0,0.0,6,53652.0
178647,116.544954,39.971689000000005,1111042722170,20151210,20,363.0,81.93,2.0,2,1,1.0,6,4.0,2013.0,3,6,0.5,1.0,0.0,0.0,7,64868.0
40713,116.35296799999999,39.882495,1111027377642,20161108,33,459.5,57.44,1.0,1,1,1.0,21,1.0,2005.0,3,6,0.222,1.0,1.0,0.0,10,83936.0
253285,116.35571999999999,40.01918,1111027381533,20150517,3,836.0,155.44,3.0,2,1,2.0,13,4.0,2004.0,4,6,0.5,1.0,1.0,0.0,8,76934.0
114625,116.431552,40.082903,1111027380040,20151213,0,290.0,124.1,2.0,2,1,1.0,12,4.0,2005.0,1,6,0.5,1.0,0.0,1.0,6,36869.0
225430,116.24585,39.839535,1111027381430,20130319,1,133.0,61.48,1.0,1,1,1.0,22,1.0,2003.0,1,6,0.25,1.0,0.0,0.0,2,39408.0
147835,116.46572900000001,39.935464,1111027374271,20150802,5,900.0,159.32,2.0,1,1,2.0,21,3.0,2005.0,1,6,0.5,1.0,1.0,1.0,7,94022.0
44093,116.51433300000001,39.872735,1111027377020,20161027,20,229.0,41.2,1.0,1,1,1.0,6,4.0,1986.0,3,2,0.25,0.0,0.0,1.0,7,44680.0
286135,116.661047,39.932185,1111027374247,20121201,0,174.5,92.79,2.0,2,1,1.0,6,4.0,2001.0,1,2,0.5,0.0,1.0,0.0,11,42363.0
227678,116.33083899999998,39.847582,1111027380386,20140519,8,148.0,59.58,1.0,1,1,1.0,21,1.0,2005.0,1,6,0.3,1.0,0.0,1.0,2,50953.0
178597,116.460986,39.933820000000004,1111027382359,20151121,4,576.0,95.8,3.0,1,1,1.0,24,1.0,1998.0,3,6,0.25,1.0,1.0,1.0,7,86292.0
120568,116.516248,39.873302,1111027374369,20110922,0,98.0,55.49,2.0,1,1,1.0,6,4.0,1983.0,1,6,0.33299999999999996,0.0,1.0,1.0,7,43532.0
158282,116.511679,39.923959,1111027377297,20141106,5,216.0,74.36,2.0,1,1,1.0,32,1.0,2006.0,4,6,0.33299999999999996,1.0,0.0,1.0,7,53106.0
76541,116.462185,39.884984,1111027378741,20170626,0,442.5,62.28,2.0,1,1,1.0,18,1.0,1994.0,4,6,0.14300000000000002,1.0,1.0,1.0,7,55151.0
274838,116.24700800000001,39.906426,1111027382209,20151003,3,401.0,100.7,2.0,2,1,1.0,26,3.0,2007.0,4,6,0.25,1.0,1.0,0.0,9,64222.0
246304,116.379323,40.045094,1111027374646,20121225,0,335.0,98.6,2.0,2,1,2.0,6,4.0,2011.0,1,6,0.5,1.0,0.0,0.0,8,73109.0
89929,116.351646,39.89184,1111027376699,20171126,2,717.5,79.73,3.0,1,1,1.0,6,4.0,1995.0,1,2,0.33299999999999996,0.0,1.0,1.0,10,92638.0
169952,116.512573,39.938884,1111027379973,20150609,0,515.0,151.93,3.0,2,1,2.0,21,1.0,2004.0,4,6,0.16699999999999998,0.0,1.0,0.0,7,50816.0
179897,116.503578,39.961828999999994,1111027378611,20160110,25,182.5,55.39,2.0,1,1,1.0,6,4.0,1986.0,3,2,0.5,0.0,1.0,1.0,7,54832.0
48819,116.636774,39.918867,1111027381072,20161121,42,285.0,75.72,2.0,1,1,1.0,6,4.0,2000.0,2,2,0.5,0.0,0.0,0.0,11,35854.0
177849,116.476546,39.905623999999996,1111099581268,20151124,11,223.9,56.37,1.0,0,1,1.0,21,3.0,,4,6,0.19,1.0,0.0,0.0,7,72269.0
233295,116.387828,39.852874,1111027377276,20150607,8,194.5,54.11,2.0,1,1,1.0,6,4.0,1993.0,4,2,0.5,0.0,0.0,1.0,2,53301.0
85157,116.26506599999999,40.166068,1111027379515,20170911,38,335.0,69.83,2.0,1,1,1.0,18,4.0,2009.0,4,6,0.5,1.0,0.0,0.0,6,45933.0
292812,116.66484799999999,39.942927000000005,1111027381046,20151027,6,180.0,100.55,2.0,2,1,1.0,4,4.0,1997.0,3,2,0.5,0.0,1.0,0.0,11,37601.0
293382,116.667208,39.885232,1111027381818,20160102,6,214.0,80.0,2.0,1,1,1.0,6,4.0,1998.0,4,4,0.5,0.0,1.0,0.0,11,37527.0
220897,116.36856599999999,39.872114,1111027381849,20120804,0,210.0,71.05,2.0,1,1,1.0,18,1.0,1993.0,1,6,0.25,1.0,1.0,0.0,2,63326.0
120091,116.48973899999999,39.939299,1111027378069,20120502,0,220.0,72.58,1.0,1,1,1.0,27,1.0,2004.0,1,6,0.3,1.0,0.0,1.0,7,74468.0
124217,116.399693,39.972072,1111027374642,20120519,0,200.0,66.08,2.0,1,1,1.0,16,4.0,1992.0,1,6,0.15,1.0,1.0,1.0,7,71985.0
298628,116.369634,39.949548,1111027382109,20121117,0,190.0,43.1,1.0,1,1,1.0,5,4.0,1990.0,1,2,0.25,0.0,1.0,1.0,10,90814.0
231514,116.435657,39.875802,1111027374217,20150212,1,240.0,63.79,2.0,1,1,1.0,11,3.0,1992.0,3,6,0.2,1.0,1.0,1.0,2,67542.0
202375,116.41618700000001,39.969551,1111027380911,20150521,8,390.0,89.56,3.0,1,1,1.0,21,3.0,,4,6,0.125,1.0,1.0,1.0,1,92338.0
126912,116.462185,39.884984,1111027378741,20120618,0,117.0,41.71,1.0,1,1,1.0,18,1.0,1994.0,1,6,0.14300000000000002,1.0,1.0,1.0,7,55151.0
187966,116.40224199999999,39.973402,1111027375610,20160228,1,456.0,75.11,3.0,1,1,1.0,21,1.0,1989.0,4,6,0.25,1.0,1.0,1.0,7,71475.0
200125,116.442558,39.897106,1111027375933,20150607,16,225.0,56.79,1.0,1,1,1.0,15,1.0,2008.0,4,6,0.2,1.0,1.0,1.0,1,90220.0
242249,116.296249,39.949325,1111027380476,20120226,0,300.0,105.63,2.0,1,1,1.0,17,1.0,1997.0,1,6,0.25,1.0,1.0,1.0,8,83166.0
237379,116.324898,39.891441,1111027379964,20160111,7,202.0,58.17,2.0,1,1,1.0,6,4.0,1990.0,3,2,0.33299999999999996,0.0,1.0,1.0,2,62231.0
201574,116.447783,39.943870000000004,1111027375280,20150503,6,1100.0,153.49,3.0,2,1,2.0,22,3.0,2006.0,4,6,0.667,1.0,1.0,1.0,1,112184.0
127069,116.476868,40.012847,1111027380303,20120723,0,239.0,85.27,2.0,2,1,1.0,26,1.0,2000.0,1,6,0.25,1.0,1.0,1.0,7,67092.0
299954,116.38722800000001,39.886024,1111027375434,20130321,0,218.9,49.74,2.0,1,1,1.0,5,4.0,1989.0,1,2,0.33299999999999996,0.0,1.0,1.0,10,115556.0
31421,116.362306,40.035119,1111027378963,20161106,90,465.0,84.06,2.0,2,1,2.0,10,4.0,1999.0,4,6,1.0,1.0,1.0,0.0,8,56523.0
292415,116.695201,39.934643,1111027375151,20151025,15,194.0,90.79,2.0,1,1,1.0,6,4.0,2000.0,3,2,0.5,0.0,1.0,0.0,11,36953.0
310143,116.34688,39.912912,1111027374406,20150607,0,403.0,59.6,2.0,1,1,1.0,12,3.0,1979.0,3,2,0.154,1.0,1.0,1.0,10,107150.0
216365,116.46018500000001,39.811029,1111046635812,20160128,0,699.0,184.0,4.0,2,1,3.0,18,4.0,2013.0,4,6,0.667,1.0,0.0,1.0,4,58831.0
204195,116.41654299999999,39.869811,1111027380567,20151026,13,280.0,61.7,1.0,1,1,1.0,9,3.0,2005.0,1,6,0.25,1.0,1.0,1.0,1,74909.0
222009,116.433516,39.850451,1111027381482,20120714,0,107.0,38.59,1.0,0,1,1.0,20,3.0,2004.0,1,6,0.28600000000000003,1.0,1.0,1.0,2,62417.0
300030,116.38926399999998,39.886874,1111027376481,20130607,3,200.0,54.13,1.0,1,1,1.0,14,3.0,2004.0,1,6,0.111,1.0,0.0,1.0,10,91507.0
64639,116.336918,39.893507,1111027378335,20170309,50,652.0,63.39,2.0,1,1,1.0,6,4.0,1996.0,4,2,0.5,0.0,1.0,1.0,10,82437.0
118180,116.35428700000001,40.079237,1111027378213,20160528,30,348.0,124.2,3.0,2,1,1.0,6,4.0,2005.0,3,2,0.5,0.0,1.0,0.0,6,39995.0
313766,116.33382399999999,39.889469,1111027381023,20151121,0,280.0,64.28,1.0,1,1,1.0,25,3.0,2003.0,4,6,0.33299999999999996,1.0,1.0,1.0,10,76922.0
91835,116.382021,39.845714,1111027381092,20180101,95,426.5,75.27,2.0,1,1,1.0,6,4.0,2004.0,4,2,0.2,0.0,1.0,1.0,2,56451.0
141085,116.42537,40.052808,1111027376257,20130829,4,334.0,102.64,2.0,1,1,2.0,25,1.0,2008.0,1,6,0.3,1.0,0.0,1.0,7,60785.0
80078,116.60200800000001,40.055731,1111027379159,20170814,12,288.0,74.47,3.0,1,1,1.0,3,4.0,1985.0,3,2,0.5,0.0,0.0,0.0,7,37824.0
238568,116.23558200000001,39.88187,1111045501689,20160302,0,215.0,76.52,2.0,1,1,1.0,34,4.0,2013.0,1,6,0.25,0.0,0.0,0.0,2,44275.0
82586,116.316259,39.760734,1111027380991,20171201,19,386.0,111.3,3.0,1,1,1.0,22,3.0,2010.0,4,6,0.25,0.0,1.0,0.0,4,34506.0
187475,116.45085300000001,39.911975,1111027376315,20160222,0,260.0,45.47,1.0,1,1,1.0,27,1.0,,1,6,0.273,1.0,0.0,1.0,7,84091.0
35340,116.415742,40.077796,1111027380053,20160930,18,390.0,97.6,2.0,1,1,1.0,32,1.0,2003.0,3,2,0.375,1.0,1.0,1.0,6,37661.0
28182,116.402217,39.884746,1111027378628,20160828,11,516.0,57.57,2.0,1,1,1.0,6,4.0,1991.0,3,4,0.33299999999999996,0.0,1.0,0.0,10,98415.0
101790,116.43134199999999,40.071807,1111027380042,20130923,24,224.0,87.66,2.0,2,1,1.0,6,4.0,,1,2,0.5,0.0,1.0,0.0,6,35931.0
30729,116.343244,40.063365999999995,1111027378786,20160829,2,403.0,76.7,2.0,1,1,1.0,6,4.0,1999.0,3,2,0.5,0.0,1.0,0.0,8,57958.0
313319,116.34798,39.931740000000005,1111027376012,20151210,22,522.0,75.0,2.0,1,1,1.0,6,4.0,1993.0,4,2,0.25,0.0,0.0,1.0,10,106975.0
272445,116.16293799999998,39.939005,1111027378401,20141130,1,140.0,62.34,2.0,1,1,1.0,16,1.0,1988.0,3,6,0.28600000000000003,1.0,1.0,0.0,9,39314.0
154983,116.509975,39.970471,1111027374059,20141214,9,202.0,70.77,2.0,1,1,1.0,28,1.0,2001.0,4,6,0.273,1.0,1.0,0.0,7,51827.0
275178,116.19629199999999,39.931247,1111027381305,20151015,5,455.0,149.64,3.0,1,1,2.0,18,3.0,,4,6,1.0,1.0,1.0,0.0,9,50041.0
257622,116.36919099999999,39.955197999999996,1111027380265,20150425,9,470.0,82.0,2.0,1,1,1.0,6,4.0,1999.0,3,4,0.5,0.0,1.0,0.0,8,84890.0
31301,116.33404499999999,39.757413,1111027382766,20160905,10,250.0,68.54,2.0,1,1,1.0,6,4.0,1994.0,3,2,0.5,0.0,1.0,1.0,4,39845.0
263553,116.311774,39.942594,1111027376139,20151114,5,400.0,106.64,2.0,1,1,1.0,18,1.0,1998.0,3,6,0.182,1.0,1.0,1.0,8,69804.0
260334,116.379856,40.085112,1111027375515,20150816,12,184.8,68.99,3.0,1,1,1.0,6,4.0,1994.0,3,2,0.5,0.0,1.0,0.0,6,55111.0
313871,116.351201,39.897751,1111027379926,20151129,12,199.5,39.77,1.0,0,1,1.0,5,4.0,1991.0,3,2,0.077,0.0,1.0,1.0,10,84116.0
220042,116.23870600000001,39.854003999999996,1111027377844,20120628,0,160.0,113.0,3.0,1,1,1.0,6,4.0,2002.0,1,2,0.5,0.0,0.0,0.0,2,43463.0
231219,116.39854,39.865338,1111027381039,20150129,1,145.0,45.38,1.0,1,1,1.0,18,1.0,1994.0,4,6,0.28600000000000003,1.0,0.0,0.0,2,51144.0
72979,116.594801,39.928019,1111027375966,20171003,153,369.0,71.79,1.0,2,1,1.0,21,1.0,2005.0,4,6,0.2,1.0,1.0,1.0,7,55339.0
104633,116.330198,40.074228000000005,1111027381003,20141021,43,193.0,71.86,2.0,1,1,1.0,11,4.0,2007.0,3,6,0.33299999999999996,1.0,1.0,1.0,6,50205.0
5991,116.46113799999999,39.955386,1111027381353,20160809,27,530.0,83.86,1.0,1,1,1.0,18,1.0,2009.0,4,6,0.364,1.0,1.0,1.0,7,93200.0
76922,116.617204,39.928734999999996,1111041688588,20170906,124,268.0,71.86,2.0,1,1,1.0,21,1.0,2010.0,4,6,0.3,1.0,1.0,1.0,7,38756.0
255479,116.349984,39.992769,1111027382338,20150402,8,320.0,67.2,3.0,1,1,1.0,6,4.0,1985.0,4,4,0.25,0.0,1.0,0.0,8,86119.0
51375,116.509212,39.921448999999996,1111027376540,20161202,1,491.0,118.82,2.0,1,1,1.0,26,1.0,1995.0,3,6,0.5,1.0,0.0,1.0,7,46655.0
249277,116.284755,39.93453,1111027376911,20130913,14,196.0,51.2,1.0,0,1,1.0,19,1.0,2009.0,1,6,0.111,1.0,0.0,1.0,8,70141.0
275184,116.24700800000001,39.906426,1111027382209,20151109,8,482.9,109.57,2.0,2,1,1.0,26,3.0,2007.0,4,6,0.5,1.0,1.0,0.0,9,64222.0
20007,116.471006,40.016871,1111027379372,20160719,0,998.0,133.35,3.0,2,1,2.0,25,3.0,2007.0,1,6,1.0,1.0,0.0,0.0,7,82517.0
118646,116.42919499999999,40.069019,1111027380041,20160503,4,212.0,60.07,1.0,1,1,1.0,6,4.0,,4,2,0.5,0.0,0.0,0.0,6,38983.0
301285,116.373085,39.921965,1111027374250,20131215,71,516.0,64.9,2.0,1,1,1.0,12,3.0,1999.0,1,6,1.0,1.0,1.0,1.0,10,165490.0
131463,116.40737299999999,40.011061,1111027375537,20121230,0,324.0,104.56,3.0,1,1,1.0,25,1.0,2000.0,1,6,0.267,1.0,0.0,1.0,7,62293.0
171682,116.43831499999999,39.988246000000004,1111027379655,20150715,17,251.0,38.63,2.0,1,1,1.0,6,4.0,1987.0,1,2,0.33299999999999996,0.0,1.0,1.0,7,75302.0
157453,116.42645,40.000258,1111027374542,20141130,11,404.0,95.43,2.0,1,1,1.0,15,3.0,2004.0,3,6,0.5,1.0,0.0,0.0,7,87364.0
298403,116.35259199999999,39.927789000000004,1111027382070,20121023,0,645.0,114.9,4.0,1,1,1.0,18,3.0,1998.0,1,6,0.2,0.0,0.0,1.0,10,99423.0
189713,116.46003200000001,39.879667,1111027375352,20160411,10,315.0,68.88,2.0,1,1,1.0,18,1.0,1995.0,3,6,0.2,1.0,1.0,1.0,7,55722.0
66552,116.34610900000001,39.756539000000004,1111027375859,20170315,108,255.0,55.77,2.0,1,1,1.0,6,4.0,1991.0,3,2,0.5,0.0,0.0,1.0,4,39243.0
69026,116.41611699999999,39.999631,1111027375596,20170405,69,562.0,62.44,2.0,1,1,1.0,18,4.0,1991.0,4,6,0.111,1.0,1.0,1.0,7,73084.0
164433,116.487301,39.90602,1111027381665,20150322,0,175.0,49.64,1.0,1,1,1.0,28,1.0,2004.0,4,6,0.28600000000000003,1.0,1.0,1.0,7,66042.0
268335,116.117019,39.933859999999996,1111052073923,20150705,0,130.0,64.02,2.0,1,1,1.0,6,4.0,1990.0,3,2,0.33299999999999996,0.0,1.0,0.0,12,
46413,116.35228500000001,39.926918,1111027382071,20161122,38,815.0,100.7,4.0,1,1,1.0,4,4.0,1960.0,4,4,0.33299999999999996,0.0,1.0,1.0,10,83081.0
197548,116.441446,39.943621,1111027374081,20130303,0,264.5,57.98,2.0,1,1,1.0,18,3.0,1991.0,1,2,0.16699999999999998,1.0,1.0,1.0,1,94958.0
45524,116.35288200000001,40.05023,1111027378224,20170209,71,382.0,47.29,1.0,1,1,1.0,18,4.0,2007.0,3,6,0.5,1.0,1.0,1.0,8,71309.0
233085,116.345863,39.877035,1111027379116,20150811,7,416.0,84.21,2.0,2,1,1.0,13,3.0,2008.0,3,6,0.33299999999999996,1.0,1.0,0.0,2,81880.0
260868,116.30998400000001,39.965790000000005,1111027376611,20151010,23,237.0,43.9,1.0,1,1,1.0,6,4.0,1990.0,3,2,0.33299999999999996,0.0,1.0,0.0,8,88754.0
40178,116.387828,39.852874,1111027377276,20161022,84,296.0,55.0,2.0,1,1,1.0,6,4.0,1993.0,3,2,0.5,0.0,0.0,1.0,2,53301.0
27613,116.371677,40.002169,1111027374116,20160829,17,465.0,57.85,2.0,1,1,1.0,6,4.0,1993.0,3,2,0.5,0.0,1.0,0.0,8,82002.0
280388,116.636725,40.031531,1111027381757,20140730,11,135.0,92.01,2.0,1,1,1.0,6,1.0,1998.0,4,4,0.25,0.0,1.0,0.0,13,30962.0
128874,116.446047,39.964131,1111027377814,20121017,0,150.0,43.46,1.0,1,1,1.0,14,3.0,1987.0,1,6,0.14300000000000002,1.0,0.0,1.0,7,69318.0
295148,116.35203200000001,39.885605,1111027374484,20111110,0,140.0,54.01,2.0,1,1,1.0,6,4.0,1991.0,1,2,0.5,0.0,1.0,0.0,10,83559.0
180650,116.509975,39.970471,1111027374059,20151114,1,258.0,82.8,2.0,1,1,1.0,22,1.0,2003.0,4,6,0.273,1.0,1.0,0.0,7,51827.0
137018,116.530553,39.921425,1111027381021,20130305,0,380.0,103.71,2.0,1,1,1.0,12,4.0,,1,6,0.5,1.0,1.0,0.0,7,56631.0
22811,116.43163999999999,39.904426,1111027374689,20160825,12,697.0,90.03,3.0,1,1,1.0,16,3.0,2006.0,1,6,0.25,1.0,0.0,1.0,1,86302.0
103113,116.415742,40.077796,1111027380053,20140325,7,228.0,82.02,2.0,1,1,1.0,18,4.0,2000.0,1,6,0.33299999999999996,1.0,1.0,1.0,6,37661.0
195421,116.40010500000001,39.869503,1111027382035,20120328,0,306.0,111.0,3.0,1,1,1.0,18,1.0,2000.0,1,2,0.2,1.0,1.0,1.0,1,57540.0
247018,116.29469499999999,39.918281,1111027380460,20131106,5,322.0,54.53,2.0,1,1,1.0,6,4.0,1987.0,1,2,0.2,0.0,1.0,1.0,8,102396.0
131466,116.575746,39.911252000000005,1111027379319,20121025,0,335.0,151.42,3.0,2,1,2.0,8,4.0,2007.0,1,6,1.0,1.0,0.0,0.0,7,46339.0
23595,116.12215,39.932268,1111027378707,20160731,3,182.8,72.74,2.0,1,1,1.0,6,4.0,2000.0,3,2,0.33299999999999996,0.0,0.0,0.0,12,35181.0
152608,116.464926,39.88896,1111027377370,20140622,0,265.0,71.82,3.0,1,1,1.0,5,4.0,1979.0,3,4,0.33299999999999996,0.0,1.0,1.0,7,59440.0
191022,116.446312,39.956506,1111027382570,20160522,66,570.0,95.3,3.0,1,1,1.0,6,4.0,1994.0,3,2,0.5,0.0,1.0,0.0,7,74085.0
299147,116.33838899999999,39.889219,1111027375149,20130227,1,450.0,145.35,3.0,2,1,2.0,20,1.0,2004.0,1,6,0.375,1.0,0.0,1.0,10,76941.0
297608,116.35251699999999,39.891585,1111027374480,20120814,0,230.0,79.67,3.0,1,1,1.0,6,4.0,1993.0,1,2,0.25,0.0,1.0,0.0,10,87485.0
254800,116.301709,39.919502,1111027376614,20140926,4,103.8,60.6,2.0,1,1,1.0,21,1.0,1992.0,1,6,0.222,1.0,0.0,1.0,8,83338.0
160088,116.49003200000001,39.993487,1111027376570,20150428,1,570.0,141.69,3.0,2,1,2.0,27,3.0,2008.0,4,6,0.667,1.0,1.0,1.0,7,68910.0
111919,116.305672,40.094854,1111027377748,20151231,10,150.5,63.04,2.0,1,1,1.0,4,4.0,2004.0,3,2,0.25,0.0,1.0,1.0,6,56236.0
291320,116.66168300000001,39.882813,1111027380624,20150411,0,134.0,68.73,1.0,0,1,1.0,11,3.0,2005.0,4,6,0.33299999999999996,1.0,1.0,0.0,11,37897.0
58245,116.483653,39.889140000000005,1111027380704,20170301,0,1500.0,212.42,3.0,1,1,2.0,20,3.0,2010.0,1,6,1.0,1.0,0.0,1.0,7,80504.0
311168,116.335627,39.889618,1111027378200,20150717,1,468.0,96.88,2.0,2,1,1.0,23,1.0,2001.0,1,6,0.25,1.0,1.0,1.0,10,80885.0
306738,116.38026200000002,39.888135,1111027379987,20150403,18,478.0,116.24,2.0,2,1,2.0,20,1.0,2000.0,3,6,0.2,1.0,1.0,1.0,10,66697.0
212063,116.497474,39.810115,1111027377957,20141221,12,335.0,92.78,2.0,1,1,1.0,24,4.0,,4,6,0.5,1.0,0.0,1.0,3,54282.0
95533,116.34368700000002,40.08052,1111027378114,20121220,2,273.0,139.74,3.0,2,1,2.0,6,4.0,2000.0,1,2,0.5,0.0,1.0,1.0,6,41629.0
494,116.373085,39.921965,1111027374250,20160716,44,828.0,56.65,1.0,1,1,1.0,11,1.0,1999.0,3,6,0.222,1.0,0.0,1.0,10,165490.0
213980,116.337956,39.714942,1111027381163,20150209,1,158.0,84.21,2.0,1,1,1.0,6,4.0,,4,4,0.33299999999999996,0.0,1.0,0.0,4,36258.0
94336,116.42350400000001,40.083027,1111027380047,20120907,0,290.0,209.86,7.0,2,1,3.0,18,3.0,2004.0,1,6,0.33299999999999996,1.0,0.0,1.0,6,36629.0
119636,116.467922,39.993105,1111027375067,20111217,0,114.0,58.75,1.0,1,1,1.0,12,3.0,1997.0,1,6,0.136,1.0,1.0,0.0,7,59262.0
253088,116.343001,39.964408,1111027382494,20140702,2,388.0,77.3,3.0,1,1,1.0,6,4.0,1992.0,4,2,0.33299999999999996,0.0,1.0,0.0,8,86585.0
226852,116.45413500000001,39.850772,1111027382460,20130903,1,136.0,46.69,1.0,1,1,1.0,20,1.0,2011.0,1,6,0.22699999999999998,1.0,0.0,1.0,7,44711.0
45448,116.37853700000001,39.879671,1111027378981,20161030,18,460.0,75.76,2.0,1,1,1.0,18,3.0,2003.0,4,6,0.28600000000000003,1.0,1.0,1.0,10,93400.0
68785,116.19629199999999,39.931247,1111027381305,20170307,0,580.0,116.93,3.0,1,1,1.0,18,3.0,2005.0,3,6,0.33299999999999996,1.0,0.0,0.0,9,50041.0
54910,116.382471,40.08696,1111027380069,20170103,12,339.0,67.0,1.0,1,1,1.0,6,4.0,2003.0,3,2,0.33299999999999996,0.0,0.0,0.0,6,53652.0
175068,116.601064,40.051325,1111027382163,20160315,42,130.0,44.32,1.0,1,1,1.0,5,4.0,1996.0,1,2,0.5,0.0,1.0,0.0,7,37296.0
192764,116.44233,40.055139000000004,1111027379985,20160511,8,668.0,111.61,2.0,1,1,2.0,27,4.0,,4,6,0.5,1.0,0.0,1.0,7,81544.0
134792,116.475407,39.852043,1111027378192,20130108,0,205.0,88.62,2.0,2,1,1.0,6,4.0,2005.0,1,2,0.5,0.0,0.0,0.0,7,42812.0
187065,116.47206399999999,39.887679999999996,1111027378492,20160223,5,348.0,87.04,3.0,1,1,1.0,13,3.0,2000.0,1,6,0.111,1.0,1.0,1.0,7,57681.0
281614,116.661432,40.180564000000004,1111027378374,20150413,0,148.0,85.84,2.0,1,1,1.0,5,4.0,2002.0,1,2,0.5,0.0,0.0,0.0,13,31282.0
227141,116.434145,39.863841,1111027377507,20131103,2,184.0,44.06,1.0,1,1,1.0,11,3.0,2006.0,1,6,0.25,1.0,1.0,1.0,2,36432.0
22559,116.28432099999999,39.942689,1111027378362,20160731,17,1230.0,144.08,3.0,2,1,2.0,7,4.0,2000.0,3,6,0.5,1.0,1.0,1.0,8,100694.0
259283,116.33088000000001,40.041066,1111027377531,20150730,21,289.0,81.7,2.0,1,1,1.0,6,4.0,2008.0,3,6,0.33299999999999996,0.0,1.0,0.0,8,67922.0
52289,116.315445,40.074203000000004,1111047349969,20161209,7,348.0,62.64,1.0,1,1,1.0,34,3.0,2014.0,4,6,0.667,1.0,0.0,0.0,6,45536.0
65473,116.453783,39.887599,1111027377333,20170316,60,405.0,61.85,3.0,1,1,1.0,6,4.0,1982.0,4,6,0.33299999999999996,0.0,1.0,0.0,7,58976.0
